idproperty|province|municipality|surface|rooms|baths|property_type|property_subtype|transacion_type|price|description
ipbatxzpnv|Girona|Maçanet de la Selva|85|4|1|Vivienda|Casa-Chalet|Sell|139000.0|Casa 4 vientos, 85 m2   garaje de 80 m2, 4 habitaciones, 1 cocina completamente reformada, 1 baño completo conservado, puertas macizas de haya, ventanas de aluminio lacadas blancas, con rejas en todas las ventanas incluso puerta de entrada, suelo gres catalan, chimenea, caseta gas-oil (calefacción en toda la casa), huerto de 200 m2, con arboles frutales, piscina de 18m2, porche lateral para guardar el automovil, jardín lateral, herramentaje para huerto y piscina. (Rebajada de 150.000 a 139.000!!!)
wwcgrdddir|Tarragona|Salou|40|1|1|Vivienda|Apartamento|Sell|95000.0|Se vende apartamento reformado, zona tranquila ideal familias. Aire acond. , calefacción, terraza con vistas a piscina, habitación con literas. Urbanización con pistas de futbol, basket, ping pong, parques infantiles, 2 piscinas, aparcamiento cerrado, conserje todo el año. Proximo a playas y Port Aventura y Ferrari Land. Playa a unos 500 metros. 2ª Planta. Garaje. Amueblado. Terraza. Calefacción. Piscina. Jardín. Pocos gastos comunitarios 55€ incluida el agua. Abstenerse Agencias.
cdhqfjmesg|Tarragona|La Pobla de Montornès  |198|4|2|Vivienda|Casa adosada|Sell|160000.0|REF 332. CASA ADOSADA.  URB EL CASTELL. LA POBLA DE MONTORNÉS. (TARRAGONA)  ¡¡¡ OBRA SEMI NUEVA !!!  Vivienda de 198 m2. en 2 plantas  PLANTA BAJA: (A PIE DE CALLE) : Salón comedor con terraza, amplia cocina totalmente equipada, 1 aseo con ducha, 1 habitación doble (armarios)  1ª PLANTA: Distribuidor, 3 habitaciones dobles (1 tipo suite), (armarios) terraza (vistas a la piscina).  Garaje (2 plazas) y amplio trastero.   Barbacoa y piscina comunitária  EXTRAS:  Puertas de roble, acabados en aluminio, doble vidrio, suelo de parquet y gres, calefacción, rejas. Vivienda soleada. Muebles a convenir.  ESTAMOS ENTRE MAR Y MONTAÑA, ZONA RESIDENCIAL TRANQUILA, HABITADA TODO EL AÑO Y BUEN CLIMA.  A TAN SÓLO 1 HORA DE BARCELONA Y 15 MINUTOS DE TARRAGONA CIUDAD.  PLAYA Y ESTACIÓN DE TREN A TAN SÓLO 5 KM.    BUENAS COMUNICACIONES, ZONAS AJARDINADAS, CERCA DEL PUEBLO CON TODOS LOS SERVICIOS, ( farmacia, tiendas, consultorio médico, colegios, guardería, zonas deportivas, casal y piscina municipal etc, )   Cerca de la parada del bus.    ¡¡¡ PRECIO   € !!!    ¡¡¡ HA BAJADO A  € !!!  ¡¡ HA BAJADO A € !!!  ¡¡¡ GRAN OPORTUNIDAD  € !!!  Para consultar otras promociones, visite nuestra página Web immocastell
pnuyxeetxc|Tarragona|L'Ametlla de Mar |140|3|2|Vivienda|Dúplex|Sell|170000.0|Estupendo apartamento dúplex nuevo de 140m2. a 1ª línea de mar. Situado a 150 m. de calas tranquilas y accesibles a través de un precioso paseo. 1ª planta: cocina, salón-comedor, 2 habitaciones dobles, baño y terraza. 2ª planta: suite, salón con sofá-cama y 2 terrazas.Zona comunitaria exterior con jardín y piscina.
sotasmxqda|Barcelona|Vilanova i la Geltrú|85|4|1|Vivienda|Piso|Share|240.0|Piso perfecto, céntrico, amueblado y exterior para Cuatro habitaciones disponibles, a partir de 230 Euros.Zona céntrica (Rambla principal e Iglesia de Sant Antoni) y tranquila, con todos los servicios a mano y cerca de la estación.Todas las habitaciones son exteriores y muy luminosas. El alquiler da derecho de uso de todas las zonas comunes del  piso, así como de la terraza del edificio. El precio incluye todos los gastos, excepto ADSL y gas butano.
waclmmxuvh|Tarragona|Mont-roig del Camp|180|3|2|Vivienda|Casa-Chalet|Sell|320000.0|CASA UNIFAMILIAR DE 180 m2 EN UNA PARCELA ESQUINERA DE 687 m2. 3 DORMITORIOS, 2 BAÑOS, SALÓN DE 20 m2, COMEDOR DE 16 m2, COCINA EQUIPADA, UN SEGUNDO COMEDOR CON BARBACOA, AMPLIO GARAJE PARA 2 COCHES, PISCINA, CALEFACCIÓN CON ACUMULADORES DE CALOR, AIRE ACONDICIONADO, CIERRE PERIMETRAL DE OBRA. ZONA RESIDENCIAL EN URBANITZACIÓ CONSOLIDADA.
raeqsopkiy|Barcelona|Malgrat de Mar|140|3|2|Vivienda|Planta baja|Sell|178000.0|Oportunidad única de piso amplio a bajo precio .Gran bajo de 2 plantas con garaje  y trastero privado de 37m con acceso directo a la vivienda, terrado comunitario, zona tranquila y de fácil acceso a otras poblaciones y al centro del pueblo.Solo 8 vecinos.Comedor cocina muy muy amplio, habitaciones amplias comunicadas con la terraza de 11m. Baño  y aseo amplios equipados con mamparas de cristal.Piso ideal para familias o futuras familias.
xyfrjsvqym|Lleida|Oliana|213|5|3|Vivienda|Casa adosada|Sell|119000.0|Casa en venta en el casco antiguo del pueblo, recién reformada. Consta de 5 plantas incluyendo garaje y bodega, suelo de gres rústico. Cuenta con dos terrazas con barbacoa empotrada y espléndidas vistas del valle. Calefacción a gas y chimenea.
ciblfhvbcp|Tarragona|Alforja|174|5|3|Vivienda|Casa adosada|Sell|85000.0|casa en venta buen estado planta baja con sala con chimenea, y cocina-comedor primera planta 2 habitaciones dobles con baño completo segunda planta 2 habitaciones dobles con baño completo tercera planta habitación-sala grande con baño i terraza
xnatuhueih|Girona|Salt|205|5|2|Vivienda|Casa-Chalet|Sell|342000.0|Vivienda unifamiliar de dos plantas: Planta Baja 103,60 m2 y Planta primera 101,10 m2. Dispone de garaje con un aseo y lavadero (con suministro de agua), que además tiene capacidad de albergar hasta dos turismos. A parte dispone de un jardín de 166 m2 con barbacoa de obra, una terraza y fuente decorativa ubicados en la fachada trasera de la vivienda. La casa está equipada con instalación de calefacción, caldera nueva instantánea para suministro de agua caliente sanitaria y calefacción e instalación de gas natural para la caldera y la cocina. Además dispone de cristales dobles con cámara de aire en todas las puertas y ventanas exteriores. Dispone de las siguientes habitaciones  zonas en cada una de las plantas: Planta Baja: Cocina, 2 comedores (uno de ellos con chimenea), vestíbulo de entrada y el Garaje con su aseo y el lavadero. Planta Primera: 6 Habitaciones, 1 baño con bañera y un vestidor. Para realizar una visita y verla llamen al teléfono móvil indicado entre la siguiente franja horaria: 10:00 - 14:00 h y de 15:00- 18:00 h. y les atenderemos amablemente.
rfixslronz|Barcelona| Barcelona Capital|40|1|1|Vivienda|Apartamento|Rent|1300.0|ESPAÑOL: Alquiler solo por meses. Listo para entrar a vivir. El precio varía según la temporada y el número de personas. Ocupación máxima 4 personas. Edificio nuevo, piso en perfecto estado, ascensor dentro del apartamento, tranquilo, luminoso, amueblado, cocina equipada, habitación doble, baño completo, AC y balcón. Metro L4. Soy el propietario así que no pagara comisiones. ENGLISH: Monthly rental only. Ready to move into. The price varies according to season month and number of persons. Maximum occupancy is 4 people.    New building, apartment perfect maintained, elevator lets inside the apartment, quiet, furnished fully equipped kitchen, double bedroom, full bathroom, balcony and AC. Metro L4. I am the owner so you will not pay any commission
rfixslronz|Barcelona| Barcelona Capital|40|1|1|Vivienda|Apartamento|Sell|190000.0|ESPAÑOL: Alquiler solo por meses. Listo para entrar a vivir. El precio varía según la temporada y el número de personas. Ocupación máxima 4 personas. Edificio nuevo, piso en perfecto estado, ascensor dentro del apartamento, tranquilo, luminoso, amueblado, cocina equipada, habitación doble, baño completo, AC y balcón. Metro L4. Soy el propietario así que no pagara comisiones. ENGLISH: Monthly rental only. Ready to move into. The price varies according to season month and number of persons. Maximum occupancy is 4 people.    New building, apartment perfect maintained, elevator lets inside the apartment, quiet, furnished fully equipped kitchen, double bedroom, full bathroom, balcony and AC. Metro L4. I am the owner so you will not pay any commission
rfixslronz|Barcelona| Barcelona Capital|40|1|1|Vivienda|Apartamento|Rent|1200.0|ESPAÑOL: Alquiler solo por meses. Listo para entrar a vivir. El precio varía según la temporada y el número de personas. Ocupación máxima 4 personas. Edificio nuevo, piso en perfecto estado, ascensor dentro del apartamento, tranquilo, luminoso, amueblado, cocina equipada, habitación doble, baño completo, AC y balcón. Metro L4. Soy el propietario así que no pagara comisiones. ENGLISH: Monthly rental only. Ready to move into. The price varies according to season month and number of persons. Maximum occupancy is 4 people.    New building, apartment perfect maintained, elevator lets inside the apartment, quiet, furnished fully equipped kitchen, double bedroom, full bathroom, balcony and AC. Metro L4. I am the owner so you will not pay any commission
rfixslronz|Barcelona| Barcelona Capital|40|1|1|Vivienda|Apartamento|Added in Olap|1200.0|ESPAÑOL: Alquiler solo por meses. Listo para entrar a vivir. El precio varía según la temporada y el número de personas. Ocupación máxima 4 personas. Edificio nuevo, piso en perfecto estado, ascensor dentro del apartamento, tranquilo, luminoso, amueblado, cocina equipada, habitación doble, baño completo, AC y balcón. Metro L4. Soy el propietario así que no pagara comisiones. ENGLISH: Monthly rental only. Ready to move into. The price varies according to season month and number of persons. Maximum occupancy is 4 people.    New building, apartment perfect maintained, elevator lets inside the apartment, quiet, furnished fully equipped kitchen, double bedroom, full bathroom, balcony and AC. Metro L4. I am the owner so you will not pay any commission
fqrtdqvbfc|Lleida|Granyena de les Garrigues|220|4|1|Vivienda|Casa adosada|Sell|55000.0|casa en venta totalmente reformada ,suelos emparrillados para que no se agriete las estructuras de la vivienda etc, un chollo de vivienda...la vendo por trabajo a 10 minutos de lerida  con todos los servicios, WhatsApp, esta vivienda ha bajado  e, no dude en venir a verla, no tiene piscina ni terreno
hfvkmpopss|Lleida| Lleida Capital|140|5|2|Vivienda|Piso|Sell|160000.0|Piso Grande completamente reformado, materiales de 1a calidad, comedor y cocina grandes. Habitaciones dobles, habitación de matrimonio con baño incorporado y vestidor con armario empotrado grande, suelos de tarima de parque y gres de 1ª calidad. Calefacción a gas central. Opción de pk en el mismo edificio.
aidfoucmhl|Tarragona|Prat de Comte|208|4|2|Vivienda|Casa adosada|Sell|227000.0|Preciosa casa de pueblo de 208 m2 del siglo XVIII totalmente restaurada en  y de estilo rústico. Consta de 4 plantas de 46m2 cada una de ellas tipo loft más una bodega en la planta baja. Las paredes son de piedra natural de gran grosor que añadido a unas ventanas de madera con cristal Climalit, proporciona un aislamiento térmico y acústico. La casa se vende totalmente amueblada con complementos de calidad como frigorífico MIELE, grifería ROCA, chimenea EBRO, azulejos Gres, puerta principal de madera tropical, etc. La casa se puede utilizar tanto como negocio de turismo rural como particular. Prat de Comte pertenece a la comarca de la Terra Alta y ubicado estratégicamente a 5 minutos del parque natural de Els Ports de Beceit y atravesado por la Ruta Verde de la Terra Alta, siendo este tramo el más espectacular de la ruta debido al balneario de la Fontcalda [fuente de agua minero-medicinal que surge a 38 grados] y ha sus preciosos acantilados.
hmetfwwmwa|Girona|Lloret de Mar|64|2|1|Vivienda|Piso|Sell|79500.0|Piso totalmente reformado.Instalación de agua y eléctrica nuevas.Cocina nueva a estrenar equipada.Suelo de parquet.Baño completamente nuevo.Piso muy luminoso y preparado para entrar a vivir situado en un bloque con pocos vecinos, muy pocos gastos de comunidad.
ckoaxtbaob|Tarragona| Tarragona Capital|80|3|2|Vivienda|Piso|Sell|135000.0|Piso con mucha luz natural, muy bien conservado. Tiene 3 habitaciones y 2 baños, parking y trastero (incluidos en el precio), último piso, con ascensor y calefacción; con piscina y jardín comunitario, muy bien situado con fácil acceso a carreteras principales, centros comerciales, colegios, médicos y farmacia. Con 2 líneas de bus en la misma manzana.
amnwtqblad|Barcelona|Teià|500|6|4|Vivienda|Casa-Chalet|Sell|1250000.0|TEIÀ (SANT BERGER).  Casa seminueva de 500m² en terreno de 900m².  Consta de 6 dormitorios (2 suites), salón comedor de 60m² con salida terraza por delante y jardín por detrás, 4 baños y 1 aseo.  Bodega. Garaje para 4 vehículos.
rijpmrapak|Tarragona|Salou|70|2|1|Vivienda|Apartamento|Sell|80000.0| 
rijpmrapak|Tarragona|Salou|70|2|1|Vivienda|Apartamento|Rent|400.0| 
lweysvsdsj|Girona|L'Escala|50|2|1|Vivienda|Apartamento|Sell|100000.0| 
wnjvswgtci|Tarragona|Calafell|60|2|1|Vivienda|Piso|Sell|80000.0|Altura Cuarto piso y ultimo. Renovado en  y muy bien conservado, listo para vivir. Bien orientado, soleado y no molestan a la vista ni el edificio de delante el cual es mas bajo y se ve el mar, y por detrás no hay edificios y vista a la montaña.Ideal para apartamento de verano o vivienda habitual.
fnofkiaezl|Lleida|Vielha e Mijaran|170|3|2|Vivienda|Casa-Chalet|Sell|375000.0|Casa unifamiliar de recién construcción, ubicada en el pueblo de Escunhau, Coto Jansa.Desde la entrada al coto se pasa al patio exterior donde se accede a la vivienda.La casa consta de cuatro plantas: en la planta baja hay la entrada y el acceso al garaje privado que tiene plazas para dos coches y dispone también de un amplio trastero.La primera planta hospeda un amplio salón comedor con chimenea, amueblado con gusto, cocina independiente, un aseo de cortesía yun bonito patio estilo ingles.En la segunda planta se encuentran tres habitaciones, una de matrimonio con baño suite, otra con literas y la ultima con cama doble y otro baño completo.Por ultimo, en la buhardilla, hay espacio para hospedar hasta cuatro personas más.La vivienda tiene calefacción de gasoil independiente.Oportunidad interesante, gran calidad.
ghhuiteaug|Barcelona|Sant Cebrià de Vallalta|120|4|1|Vivienda|Casa-Chalet|Sell|445000.0|TORRE EN PARCEL·LA DE  m² - Torre d&apos;una sola planta composta per sala d&apos;estar menjador amb xemeneia, amb accés directe des del porxo davanter de l&apos;immoble, cuina office amb sortida per la seva banda posterior a la parcel·la, quatre dormitoris (tres dobles, un d&apos;individual) i un bany complet. Té una superfície construïda de 120 m². La finca disposa d&apos;una àmplia zona enjardinada amb piscina i petita pista de frontó. l&apos;habitatge disposa de calefacció, gas natural. Espectaculars vistes. Bona orientació. Impostos i despeses no inclosos al preu publicat.
jtkmtajkmm|Tarragona| Tarragona Capital|320|5|3|Vivienda|Casa-Chalet|Sell|450000.0|¡OPORTUNIDAD! Chalet individual en Bosques de Tarragona. Muy grande. 5 habitaciones una con vestidor.  Las demás habitaciones dobles. 3 baños completos, uno tipo suite. Buhardilla. Garaje capacidad 3 coches. Trastero. Jardín y piscina privada. Llamar para visitar.
wyxprbsuxv|Tarragona|Horta de Sant Joan|336|4|2|Vivienda|Finca rústica|Sell|352000.0|"Encantadora casa de pueblo del s.XIV totalmente renovada y modernizada en  con acabados de alta calidad que dispone de una parcela adyacente de 90m2 | Esta antigua torre de defensa de las fortificaciones de Horta de Sant Joan tiene gruesas paredes de piedra natural -lo que proporciona gran aislamiento térmico y acústico- y consta de 3 espaciosas plantas más un sótanobodega con entrada independiente | Se halla ubicada en el corazón del pueblo, a 5' a pie de la plaza central y de la parada de bus (HIFE) | Orientada al suroeste, es muy soleada durante todo el día y tiene impresionantes vistas de 180º hacia Valderrobres en Aragón | La vivienda se vende amueblada y dispone de un salón-comedor de 40m2 con chimenea; tres dormitorios -uno de ellos en la buhardilla, con ventanas con vistas al cielo- y dos baños completos, todo repartido en distintas plantas; un soleado despachobiblioteca de 36m2 con aire acondicionado y ventanales a una terraza de 12m2; y una amplia cocina con mesa para comer incluída | Exquisitamente decorada y adaptada las comodidades modernas: calefacción central de gasoil con radiadores en toda la casa, cocina totalmente equipada, aire acondicionado en el despachobiblioteca y conexión ADSL | Es una oportunidad única, bien como tu próximo hogar, tu casa de vacaciones o para establecer tu propio negocio de turismo rural | Trato directo con los propietarios | Más información en tunuevacasaenhortadesantjoan.tk"
